campaign_id,broadcast_date,air_state,channel,spots,seconds,rating_points_planned,spend_ils,spots_dropped_by_rule,dropped_rule_id,figures_basis,source_file,counted_as_of,counted_as_of_basis,is_demo,note
CMP_D015,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D015,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D015,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D016,2025-04-27,scheduled,רשת 13,2,20,5.2000,1560.00,1,DEFAULT_ONE_PER_BREAK,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D016,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D016,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D016,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D016,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D016,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D016,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D017,2025-04-27,aired,רשת 13,1,15,5.2000,4680.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D017,2025-04-27,scheduled,רשת 13,1,15,2.6000,2340.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D017,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D017,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D017,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D017,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D017,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D017,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D018,2025-04-27,aired,רשת 13,4,32,23.2000,5568.00,2,DEFAULT_ONE_PER_BREAK,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D018,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D018,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D018,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D018,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D018,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D018,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D019,2025-04-27,aired,רשת 13,2,48,9.8000,13032.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D019,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D019,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D019,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D019,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D019,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D019,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D020,2025-04-27,aired,רשת 13,3,18,13.9000,1584.00,2,DEFAULT_ONE_PER_BREAK,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D020,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D020,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D020,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D020,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D020,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D020,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D021,2025-04-27,aired,רשת 13,3,72,15.0000,22788.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D021,2025-04-27,scheduled,רשת 13,1,46,2.6000,7176.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D021,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D021,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D021,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D021,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D021,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D021,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D022,2025-04-27,aired,רשת 13,4,24,21.2000,5760.00,1,DEFAULT_ONE_PER_BREAK,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D022,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D022,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D022,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D022,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D022,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D022,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D023,2025-04-27,aired,רשת 13,2,68,8.7000,17748.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D023,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D023,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D023,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D023,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D023,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D023,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D024,2025-04-27,aired,רשת 13,6,152,31.1000,46518.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D024,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D024,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D024,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D024,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D024,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D024,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D025,2025-04-27,aired,רשת 13,6,118,28.2000,20964.00,2,DEFAULT_ONE_PER_BREAK,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D025,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D025,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D025,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D025,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D025,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D025,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D026,2025-04-27,aired,רשת 13,2,29,8.7000,7572.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D026,2025-04-27,scheduled,רשת 13,1,14,2.6000,2184.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D026,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D026,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D026,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D026,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D026,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D026,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D027,2025-04-27,aired,רשת 13,1,28,5.2000,0.00,1,DEFAULT_ONE_PER_BREAK,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D027,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D027,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D027,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D027,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D027,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D027,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D028,2025-04-27,aired,רשת 13,3,63,13.5000,10458.00,1,DEFAULT_ONE_PER_BREAK,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D028,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D028,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D028,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D028,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D028,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D028,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D029,2025-04-27,aired,רשת 13,3,156,15.0000,46800.00,0,,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
CMP_D029,2025-04-28,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D029,2025-04-29,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D029,2025-04-30,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D029,2025-05-01,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D029,2025-05-02,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D029,2025-05-03,unknown,רשת 13,,,,,,,,,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,"This flight day has no per-spot source, so what aired is unknown and is not zero."
CMP_D030,2025-04-27,scheduled,רשת 13,1,6,2.6000,0.00,1,DEFAULT_ONE_PER_BREAK,"Sum of the planned break rating over each airing, all-viewers base, from the traffic file. Engine-priced per spot, the same ledger the money board reads. Nothing is invoiced.",Wally_Prime_Reshet_Example_2025-04-27.csv,2025-04-27T22:59:00,"The start of the last programme booked on the newest sourced broadcast day, so the demo shows what has aired and what is still to come on that day.",true,
